Ant_ID,colony,colony_act,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,period1to2,group_period3,period2to3,group_period4,period3to4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Ant220,29,4,220,151.608,71,0,F,NA,NA,NA,NA,NA,NA,137.091,46.1818,42,93,203.45455,214.09091,3.545
Ant120,29,4,120,166.976,71,0,C,F,switch,C,switch,NA,NA,127.545,52.8182,216.636,195.27273,227.09091,182.18182,11.73
Ant51,29,4,51,175.636,71,0,C,F,switch,C,switch,C,same,43.1818,2,1.63636,196.18182,251.54545,186,6.727
Ant638,29,4,638,196.705,85,0,C,F,switch,F,same,F,same,34.0909,71.8182,1.18182,101.27273,224,273.27273,0.9091
Ant298,29,4,298,149.913,92,0,C,F,switch,C,switch,NA,NA,51.7273,9.63636,137.545,238.72727,262.27273,209.36364,11.09
Ant65,29,4,65,138.033,106,0,F,NA,NA,NA,NA,NA,NA,119.364,13.7273,8.27273,43,123.18182,124.90909,0.6364
Ant475,29,4,475,165.529,106,0,N,N,same,N,same,N,same,496.727,0.181818,0.454545,335.18182,219.90909,84.181818,17.55
Ant227,29,4,227,159.063,113,41,F,C,switch,C,same,C,same,111.636,382.545,102.091,52,133.81818,182.90909,1.636
Ant2,29,4,2,177.539,134,0,F,F,same,F,same,F,same,4.45455,19,2.18182,128.72727,375.09091,405.45455,2.273
Ant256,29,4,256,185.715,134,42,F,C,switch,C,same,C,same,0.545455,88.7273,0.272727,35.272727,166.09091,224,0.5455
Ant26,29,4,26,192.899,134,19,C,NA,NA,NA,NA,NA,NA,0.272727,31.0909,0.818182,8.3636364,55.272727,80.363636,0.3636
Ant332,29,4,332,193.197,197,0,F,F,same,F,same,NA,NA,28.6364,1.72727,0.0909091,109.36364,223.90909,203.81818,1.091
Ant502,29,4,502,284.318,1453,0,Q,Q,same,Q,same,Q,same,38.4545,0,0,430.45455,158.90909,52.090909,0
Ant433,58,5,433,143.544,0,85,F,NA,NA,NA,NA,NA,NA,9.54545,5.36364,3.36364,38,78.818182,621,0.3636
Ant28,58,5,28,152.463,0,115,F,F,same,NA,NA,NA,NA,16.0909,22.9091,0.727273,78.727273,146.27273,642,0
Ant398,58,5,398,144.903,14,0,N,NA,NA,NA,NA,NA,NA,416.909,0.636364,2.09091,450.27273,62.272727,38.090909,21.09
Ant170,58,5,170,146.728,14,0,C,C,same,F,switch,NA,NA,75.5455,0.818182,13.4545,315.72727,217.90909,77.545455,4.545
Ant220,58,5,220,149.883,14,0,N,NA,NA,NA,NA,NA,NA,754.182,0,0.181818,432.90909,84.636364,31.363636,7.636
Ant5,58,5,5,150.572,14,0,N,N,same,N,same,N,same,361.364,0,32,578.18182,102.18182,30.818182,18.18
Ant278,58,5,278,152.043,14,0,C,N,switch,NA,NA,NA,NA,368.091,0,5.27273,550.54545,349.54545,72.545455,18.27
Ant549,58,5,549,154.311,14,0,N,C,switch,F,switch,F,same,209.364,0,0.909091,571.18182,295.63636,188.54545,2.091
Ant232,58,5,232,155.621,14,0,N,NA,NA,NA,NA,NA,NA,164.727,0,0,604.27273,160.36364,76.454545,12.73
Ant176,58,5,176,155.724,14,0,N,NA,NA,NA,NA,NA,NA,135.545,0,0.454545,566.45455,185.45455,63.181818,9.182
Ant62,58,5,62,158.619,14,0,N,N,same,N,same,N,same,177.273,0,0.454545,569.18182,166.72727,89.181818,15.18
Ant55,58,5,55,162.69,14,24,F,F,same,C,switch,NA,NA,7.72727,7.45455,0,60.272727,117.90909,729.18182,0
Ant305,58,5,305,163.67,14,0,N,N,same,N,same,N,same,477.182,0,1.36364,581,89.727273,31.818182,7.273
Ant153,58,5,153,164.137,14,0,N,NA,NA,NA,NA,NA,NA,355.818,0.272727,0,464.54545,82.818182,28.727273,10.18
Ant238,58,5,238,167.215,14,0,C,NA,NA,NA,NA,NA,NA,238.273,0.454545,51.2727,480.54545,623.90909,143.18182,4.636
Ant81,58,5,81,168.324,14,0,N,N,same,C,switch,N,switch,113.909,0.0909091,1.36364,464.18182,210.54545,86.636364,3.727
Ant540,58,5,540,172.467,14,0,N,N,same,NA,NA,NA,NA,150.455,0,7.63636,401,91.090909,31.454545,12
Ant144,58,5,144,175.505,14,0,N,NA,NA,NA,NA,NA,NA,306.818,0,0,472.72727,73.363636,28.363636,13
Ant65,58,5,65,176.98,14,0,N,N,same,NA,NA,NA,NA,300.909,0.272727,0,587.63636,92.181818,28.909091,18.09
Ant186,58,5,186,177.553,14,12,F,NA,NA,NA,NA,NA,NA,23.7273,3.72727,3.72727,143.18182,212.63636,777.90909,0.09091
Ant610,58,5,610,190.801,14,0,N,N,same,NA,NA,NA,NA,215.909,1.36364,0.454545,477.45455,176.54545,174.72727,3.636
Ant391,58,5,391,204.12,14,1,N,N,same,N,same,C,switch,296.818,0.636364,25,513.54545,160.09091,63.727273,40.73
Ant261,58,5,261,205.937,14,0,N,N,same,N,same,N,same,22.2727,0.363636,2.36364,490.90909,242.54545,82.181818,8
Ant100,58,5,100,208.274,14,0,N,N,same,F,switch,F,same,235.636,1.54545,2.54545,714,315.81818,143,21.18
Ant156,58,5,156,113.741,40,63,F,F,same,C,switch,C,same,11.0909,11.4545,0.727273,33.545455,66,485.81818,0.4545
Ant137,58,5,137,131.529,40,16,C,F,switch,NA,NA,NA,NA,68.9091,6,19.1818,559.18182,456.90909,396.09091,26.55
Ant209,58,5,209,134.358,40,0,N,N,same,C,switch,C,same,302.091,0.0909091,0.0909091,388.90909,166.63636,68.181818,4.273
Ant263,58,5,263,134.974,40,0,N,N,same,N,same,C,switch,293.182,0,1.45455,277.27273,104.81818,53.636364,2.273
Ant13,58,5,13,135.329,40,0,N,N,same,F,switch,F,same,58.6364,0.545455,9.63636,461.18182,141.36364,46.181818,14.82
Ant68,58,5,68,136.953,40,0,N,N,same,N,same,C,switch,1001,0,1,524,70,25.090909,41.82
Ant332,58,5,332,140.132,40,0,N,C,switch,F,switch,F,same,71.2727,0.454545,7.45455,359.81818,292.45455,114.09091,4
Ant621,58,5,621,146.632,40,1,C,F,switch,NA,NA,NA,NA,79.9091,0,4.27273,224.54545,264.54545,186.72727,0.4545
Ant102,58,5,102,146.823,40,0,C,F,switch,F,same,NA,NA,82.6364,0.454545,0.545455,110.54545,215.72727,86.454545,0.1818
Ant353,58,5,353,148.661,40,0,N,N,same,N,same,N,same,1048.64,0,0,447.09091,53.363636,18.090909,31.27
Ant334,58,5,334,150.147,40,0,N,N,same,N,same,C,switch,290.182,0,0,423.63636,67.363636,31.818182,43.18
Ant376,58,5,376,151.743,40,0,N,N,same,N,same,N,same,217.909,2.45455,11,312,65.909091,25.727273,19.09
Ant70,58,5,70,154.26,40,0,C,F,switch,NA,NA,NA,NA,1,0.363636,4.81818,113.09091,320.72727,138.45455,0.5455
Ant301,58,5,301,155.974,40,96,F,F,same,NA,NA,NA,NA,12.2727,7.27273,2,110.90909,169.45455,715.27273,0
Ant243,58,5,243,156.32,40,0,N,N,same,C,switch,C,same,210,0.727273,1.54545,419,186.72727,83.181818,4.182
Ant32,58,5,32,159.656,40,0,N,N,same,N,same,N,same,468.909,0.181818,1.72727,466.72727,90.363636,40.090909,22.64
Ant27,58,5,27,161.608,40,0,N,N,same,N,same,C,switch,364,0.0909091,1.63636,328.72727,91.818182,43.272727,15
Ant174,58,5,174,164.344,40,0,N,N,same,N,same,N,same,349.818,2.45455,0.818182,470,55.363636,23,25.64
Ant4,58,5,4,170.95,40,0,N,N,same,NA,NA,NA,NA,137.818,1.63636,0.727273,443.81818,63.363636,30.727273,26.18
Ant29,58,5,29,173.159,40,0,N,N,same,N,same,N,same,185.545,0,1.18182,446.81818,59.272727,23.909091,23.55
Ant52,58,5,52,177.913,40,0,N,N,same,N,same,N,same,255.182,0.181818,4.63636,347.81818,124.90909,58.181818,28.36
Ant212,58,5,212,178.55,40,0,N,N,same,NA,NA,NA,NA,177.818,0,1.36364,534.90909,151.81818,62.545455,18.73
Ant97,58,5,97,201.467,40,0,C,C,same,F,switch,F,same,0.818182,0,0.727273,163.09091,437.09091,284.81818,0.09091
Ant347,58,5,347,132.306,50,86,F,F,same,C,switch,NA,NA,12.0909,22.8182,2.54545,68.727273,155.09091,851.36364,0.09091
Ant356,58,5,356,136.795,50,0,N,C,switch,NA,NA,NA,NA,295.727,1,154.909,459.90909,289.81818,104.72727,2.455
Ant191,58,5,191,144.627,50,0,N,N,same,N,same,N,same,565.273,0,2.81818,513,115.18182,32.727273,20.64
Ant158,58,5,158,144.972,50,0,C,F,switch,NA,NA,NA,NA,83.8182,1.63636,0.0909091,237,224.36364,178.63636,0.6364
Ant592,58,5,592,157.686,50,47,F,F,same,F,same,NA,NA,16.6364,8.09091,8.63636,228.72727,449.81818,567.81818,1.909
Ant71,58,5,71,180.602,50,0,N,N,same,N,same,N,same,130.818,0.363636,0,544,110,40.363636,44.73
Ant178,58,5,178,114.529,57,68,F,NA,NA,NA,NA,NA,NA,3.36364,11.3636,2.54545,68.181818,107.27273,812.81818,1.273
Ant169,58,5,169,129.294,57,0,N,N,same,C,switch,NA,NA,314.182,0,0,507.54545,130.81818,82.090909,12
Ant30,58,5,30,140.064,57,0,N,N,same,C,switch,C,same,94.3636,0.181818,2.27273,308.72727,113.45455,33,5.273
Ant198,58,5,198,142.352,57,29,F,F,same,F,same,NA,NA,7.72727,4.90909,41,135.36364,290.54545,563.36364,1.364
Ant242,58,5,242,147.167,57,0,N,N,same,F,switch,F,same,575.273,0,3.54545,451.63636,129.36364,35.727273,31.82
Ant113,58,5,113,152.427,57,0,N,C,switch,F,switch,NA,NA,747.364,5.81818,0,298.90909,138.54545,175.18182,7.273
Ant139,58,5,139,157.003,57,39,F,F,same,F,same,C,switch,16.1818,6,1,180.90909,383,698.63636,0.09091
Ant40,58,5,40,160.705,57,0,N,N,same,C,switch,C,same,74.2727,0.818182,36.6364,406.18182,107.54545,34.181818,35.45
Ant218,58,5,218,161.276,57,0,N,C,switch,F,switch,F,same,553.727,0,19.0909,450.81818,279.63636,136.54545,2.909
Ant646,58,5,646,167.108,57,0,N,N,same,F,switch,F,same,198.727,1.63636,0,496.63636,113.81818,99.454545,15.82
Ant59,58,5,59,168.582,57,0,N,N,same,N,same,N,same,353.818,0,0.363636,585.18182,94.818182,30.727273,28.27
Ant74,58,5,74,181.728,57,0,N,N,same,N,same,NA,NA,167.364,0,0.272727,491.90909,198.54545,74.545455,10.45
Ant126,58,5,126,189.679,57,0,N,N,same,N,same,N,same,238.727,0.727273,0.454545,609.63636,162.63636,56,62.91
Ant25,58,5,25,196.105,57,0,C,C,same,F,switch,F,same,67.7273,2.18182,2.27273,472.36364,272.09091,114.36364,5
Ant501,58,5,501,127.047,64,18,F,F,same,NA,NA,NA,NA,19.5455,8.54545,0,56.545455,79,642.27273,0.09091
Ant580,58,5,580,137.317,64,0,N,C,switch,F,switch,F,same,174.818,1,6.72727,426.63636,230.18182,74.454545,5
Ant600,58,5,600,138.311,64,36,F,F,same,NA,NA,NA,NA,107.818,30.6364,1.63636,188,204.54545,597.63636,0.7273
Ant607,58,5,607,138.975,64,0,N,N,same,C,switch,C,same,171,0.363636,1.90909,465.45455,160.45455,108.81818,8.364
Ant80,58,5,80,141.283,64,249,F,F,same,NA,NA,NA,NA,7.90909,30.1818,1.81818,55.272727,119.27273,800.45455,0.6364
Ant552,58,5,552,143.544,64,0,C,F,switch,NA,NA,NA,NA,36.4545,1.09091,26.1818,156.09091,235.36364,175.72727,0.1818
Ant219,58,5,219,148.489,64,36,F,F,same,NA,NA,NA,NA,9.72727,12.3636,0,69.181818,150.36364,466.54545,0
Ant394,58,5,394,151.476,64,102,F,F,same,NA,NA,NA,NA,1.45455,5.54545,0.818182,98.454545,197.27273,1188.3636,0.7273
Ant26,58,5,26,154.201,64,9,C,F,switch,F,same,NA,NA,88.6364,1.18182,0,264,263.36364,301.63636,0.6364
Ant604,58,5,604,157.013,64,10,F,F,same,NA,NA,NA,NA,106.091,0.181818,0.0909091,281.54545,223.72727,526.09091,0.09091
Ant575,58,5,575,137.084,71,0,N,C,switch,NA,NA,NA,NA,257.909,0.909091,16.7273,464.72727,234,112.18182,3.455
Ant12,58,5,12,145.134,71,0,C,F,switch,NA,NA,NA,NA,18,1.27273,53,132.90909,295.18182,173.27273,0.6364
Ant268,58,5,268,145.344,71,0,C,C,same,F,switch,NA,NA,330.455,0.272727,4.09091,255.90909,269.18182,96,3.455
Ant2,58,5,2,166.012,71,0,N,N,same,NA,NA,NA,NA,507,0.272727,1.36364,513.09091,63,28.545455,33.64
Ant221,58,5,221,168.621,71,0,N,NA,NA,NA,NA,NA,NA,232.182,0,0,493.36364,166,120.90909,1.727
Ant66,58,5,66,188.438,71,0,N,N,same,N,same,N,same,133.545,0.363636,0,394.45455,103.18182,36.909091,13.27
Ant265,58,5,265,130.384,78,6,C,F,switch,NA,NA,NA,NA,5.36364,19,10.8182,59.727273,269.36364,276.90909,0
Ant73,58,5,73,136.308,78,86,F,NA,NA,NA,NA,NA,NA,4.09091,14.6364,3.72727,79.818182,122.90909,572.36364,0.09091
Ant838,58,5,838,137.058,78,6,F,F,same,NA,NA,NA,NA,61.2727,9.27273,0.0909091,146.45455,245.90909,425,0.1818
Ant1,58,5,1,139.943,78,74,F,NA,NA,NA,NA,NA,NA,1.81818,23.8182,1.36364,28.363636,76.909091,896.81818,0
Ant105,58,5,105,148.93,78,0,N,N,same,N,same,C,switch,288.727,0,0.454545,388.81818,92,47.454545,16.91
Ant294,58,5,294,150.814,78,0,N,N,same,F,switch,F,same,143.091,0.0909091,5.81818,396.90909,155.45455,70.363636,8.909
Ant320,58,5,320,157.137,78,0,C,C,same,F,switch,F,same,52.7273,1.36364,7.81818,188.90909,269.90909,150.72727,1.455
Ant244,58,5,244,174.385,78,0,N,N,same,NA,NA,NA,NA,15.3636,0,0.363636,403.45455,167.81818,90.636364,4.545
Ant260,58,5,260,178.908,78,0,N,N,same,NA,NA,NA,NA,113.727,0,0,508.63636,109.72727,52.363636,16.91
Ant638,58,5,638,186.682,78,0,N,N,same,N,same,N,same,125.545,0.272727,2.27273,506.63636,187.45455,108.90909,13.36
Ant299,58,5,299,126.905,85,88,F,F,same,NA,NA,NA,NA,30.1818,18.2727,0.363636,72.818182,146.63636,669.36364,0.2727
Ant318,58,5,318,144.534,85,0,C,F,switch,F,same,F,same,5.36364,0.727273,25.3636,69.818182,176.27273,101.90909,0
Ant117,58,5,117,144.807,85,0,N,N,same,NA,NA,NA,NA,340.909,0.636364,20.6364,461.72727,196.90909,129.18182,17.09
Ant96,58,5,96,155.425,85,60,F,NA,NA,NA,NA,NA,NA,10.4545,4.54545,0.363636,184.36364,324.54545,688.27273,3.182
Ant255,58,5,255,159.226,85,0,N,N,same,N,same,NA,NA,183.364,0.636364,0.909091,423.63636,107.63636,38.272727,11.45
Ant142,58,5,142,177.226,85,0,N,N,same,N,same,NA,NA,88.7273,1.45455,0,383.72727,169.45455,135.36364,6.909
Ant673,58,5,673,185.586,85,0,N,N,same,N,same,C,switch,154.364,0.818182,1.63636,449.45455,147.54545,56.727273,18.73
Ant149,58,5,149,138.975,92,1,C,F,switch,NA,NA,NA,NA,14.3636,0.272727,0.454545,196.63636,230.27273,243.27273,0.1818
Ant256,58,5,256,142.622,92,82,F,F,same,F,same,F,same,27.6364,14.8182,2.81818,130.18182,262.54545,383.09091,0.4545
Ant527,58,5,527,149.164,92,0,C,C,same,NA,NA,NA,NA,221.818,0.181818,6.63636,412.36364,318.54545,148.72727,3.636
Ant492,58,5,492,157.801,92,2,C,C,same,F,switch,F,same,29.4545,1.90909,48.7273,277.27273,266.18182,104.81818,1.909
Ant38,58,5,38,162.929,92,2,C,C,same,NA,NA,NA,NA,39,0.272727,4.45455,156.27273,374.18182,160.81818,2.545
Ant85,58,5,85,163.404,92,0,C,NA,NA,NA,NA,NA,NA,37,0.272727,13.7273,159,257.90909,158,0.8182
Ant620,58,5,620,169,92,0,C,C,same,C,same,NA,NA,10.6364,2.36364,17.2727,160.90909,371,214,0
Ant196,58,5,196,169.257,92,0,C,C,same,C,same,C,same,42.6364,0.181818,9.27273,321.54545,257.45455,157.63636,5.909
Ant650,58,5,650,172.838,92,103,F,F,same,F,same,NA,NA,50.4545,45.6364,9.27273,433.45455,459.81818,653.63636,13.55
Ant114,58,5,114,197.223,92,0,C,C,same,F,switch,F,same,6.72727,0.272727,1.18182,199.72727,426.18182,241.18182,0.4545
Ant20,58,5,20,141.152,99,0,C,F,switch,F,same,F,same,189.364,0.818182,9.45455,389.45455,365.18182,152.18182,9.818
Ant475,58,5,475,145.152,99,88,F,F,same,NA,NA,NA,NA,10.1818,72.6364,3,128.18182,266.54545,631.63636,1.091
Ant395,58,5,395,147.218,99,2,C,F,switch,NA,NA,NA,NA,401.091,0,1.36364,191.63636,263.54545,189,0
Ant24,58,5,24,156.605,99,68,F,NA,NA,NA,NA,NA,NA,6,3.09091,0,45.727273,59.818182,600.18182,0
Ant257,58,5,257,157.207,99,3,C,F,switch,NA,NA,NA,NA,33.5455,8.81818,0.181818,170.90909,314.18182,424.54545,0.9091
Ant173,58,5,173,163.683,99,25,F,F,same,NA,NA,NA,NA,96.2727,0.636364,0.545455,228.27273,271,728.36364,0.2727
Ant44,58,5,44,171.703,99,6,F,NA,NA,NA,NA,NA,NA,77.2727,0.545455,1.09091,245.72727,259.27273,394.18182,0.5455
Ant148,58,5,148,184.859,99,0,N,C,switch,C,same,C,same,56.1818,0,2.72727,306.45455,147.09091,80.272727,11.45
Ant226,58,5,226,151.98,106,0,N,N,same,N,same,N,same,321.545,0,14.4545,404.63636,88.454545,31.181818,23.09
Ant308,58,5,308,163.835,106,0,N,N,same,F,switch,F,same,160.727,0.363636,0.818182,385.72727,225.45455,133.27273,3.273
Ant42,58,5,42,169.812,106,0,C,C,same,NA,NA,NA,NA,17.3636,0,0.181818,316.45455,188.54545,209.54545,0.1818
Ant342,58,5,342,140.357,113,0,F,C,switch,F,switch,NA,NA,42.4545,6.72727,8.81818,184.36364,267.27273,301.27273,0
Ant390,58,5,390,160.515,113,86,F,F,same,NA,NA,NA,NA,2.09091,16.4545,8.45455,98.090909,394,819.18182,0.09091
Ant50,58,5,50,164.648,113,0,N,C,switch,F,switch,F,same,182.091,2.72727,22.0909,596,319.54545,137,25
Ant250,58,5,250,182.792,113,0,C,C,same,F,switch,F,same,39,0.545455,9.45455,134,342.36364,170.90909,0
Ant217,58,5,217,159.665,120,97,F,F,same,NA,NA,NA,NA,6.54545,32.6364,2.27273,58.909091,155.27273,743.18182,0
Ant556,58,5,556,166.82,120,22,F,F,same,NA,NA,NA,NA,12.3636,11,1,109,292,558.63636,0
Ant43,58,5,43,175.616,120,0,C,N,switch,F,switch,F,same,61.9091,0,1.09091,258.45455,231.90909,108.63636,3
Ant207,58,5,207,194.987,120,0,C,C,same,F,switch,F,same,156,0,0.454545,348.90909,447.90909,231.63636,0.7273
Ant6,58,5,6,158.354,127,24,F,F,same,F,same,NA,NA,10.3636,9.72727,0.909091,123.63636,259.54545,596.72727,0.1818
Ant202,58,5,202,158.808,134,107,F,F,same,NA,NA,NA,NA,11.6364,15,0.636364,90.727273,145.09091,916.72727,0.3636
Ant82,58,5,82,161.988,134,52,F,F,same,NA,NA,NA,NA,2.63636,15.7273,3.81818,104.45455,233.45455,775.27273,0.1818
Ant437,58,5,437,175,134,0,C,F,switch,F,same,NA,NA,44.7273,0.454545,122,291.90909,359.18182,167.90909,4.727
Ant195,58,5,195,185.043,134,0,C,C,same,F,switch,F,same,108.636,0.727273,6.18182,324.90909,316.18182,189.09091,1.818
Ant99,58,5,99,193,141,2,C,F,switch,F,same,NA,NA,15,4.90909,4.54545,162.36364,358.36364,294,0.09091
Ant135,58,5,135,171.724,148,0,C,C,same,F,switch,F,same,0.545455,2.09091,1.27273,81.454545,398.90909,318,0.2727
Ant147,58,5,147,165.463,155,204,F,NA,NA,NA,NA,NA,NA,18.4545,8.81818,0,174,343.09091,1409.7273,0.7273
Ant57,58,5,57,200.664,155,0,C,F,switch,F,same,F,same,5.63636,0.727273,2,162.27273,408.45455,273.90909,0.7273
Ant159,58,5,159,177.429,158,0,C,C,same,F,switch,F,same,80.1818,0.727273,3.63636,241,200.90909,110.54545,5.455
Ant111,58,5,111,191.604,246,0,C,F,switch,F,same,NA,NA,27.3636,4.27273,1.36364,197.36364,499.45455,416.18182,4.455
Ant112,58,5,112,169.579,267,55,F,F,same,NA,NA,NA,NA,1.81818,35.6364,0.545455,56.454545,141.09091,857.81818,0
Ant245,58,5,245,162.274,316,0,N,N,same,F,switch,C,switch,430.727,0,1.18182,567.27273,272.81818,155.36364,4.182
Ant593,58,5,593,191.416,386,49,F,NA,NA,NA,NA,NA,NA,0,4.72727,0,16.454545,34.545455,1039.2727,0
Ant229,58,5,229,134.172,442,0,C,C,same,F,switch,NA,NA,88,0.727273,2.63636,239.81818,173.72727,126.09091,0.09091
Ant387,58,5,387,151.634,442,0,N,N,same,N,same,N,same,143.455,0.0909091,0.727273,301.54545,130.45455,46.090909,2.909
Ant632,58,5,632,220.055,442,0,C,C,same,F,switch,F,same,45.2727,0,0.727273,199.72727,408.63636,220.45455,0.7273
Ant614,58,5,614,236.84,442,0,F,F,same,F,same,F,same,149.727,84.8182,0.363636,206.90909,286.81818,781.09091,0
Ant91,58,5,91,291.925,1453,0,Q,Q,same,Q,same,Q,same,51.1818,0,0,1112.7273,117,29.090909,0
Ant635,58,5,635,164.502,39155,0,N,N,same,NA,NA,NA,NA,148.636,0,0,645.45455,131.81818,94.363636,16.64
